,docid,isValid,passage,passageid
10,LLL.d2,True,"Both PROTEIN and PROTEIN1 were essential for PROTEIN2 expression, and this gene was transcribed from T5 of sporulation.",LLL.d2.s2
11,LLL.d3,True,"Analysis of the expression of a translational ywhE-lacZ fusion showed that PROTEIN1 expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor PROTEIN and to a lesser extent by PROTEIN2 ",LLL.d3.s0
12,LLL.d3,False,"Analysis of the expression of a translational ywhE-lacZ fusion showed that PROTEIN expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor PROTEIN1 and to a lesser extent by PROTEIN2 ",LLL.d3.s0
13,LLL.d3,True,"Analysis of the expression of a translational ywhE-lacZ fusion showed that PROTEIN1 expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor PROTEIN2 and to a lesser extent by PROTEIN ",LLL.d3.s0
14,LLL.d4,True,"Secondly, PROTEIN1 is essential for the activation of the first compartment-specific transcription factor PROTEIN2 in the prespore.",LLL.d4.s0
15,LLL.d4,True,Localization of PROTEIN1 was shown to be dependent on the essential cell division protein PROTEIN2 ,LLL.d4.s1
16,LLL.d5,True,"In the shaA mutant, PROTEIN1 dependent expression of PROTEIN and PROTEIN2 at an early stage of sporulation was sensitive to external NaCl.",LLL.d5.s0
17,LLL.d5,True,"In the shaA mutant, PROTEIN1 dependent expression of PROTEIN2 and PROTEIN at an early stage of sporulation was sensitive to external NaCl.",LLL.d5.s0
18,LLL.d5,False,"In the shaA mutant, PROTEIN dependent expression of PROTEIN1 and PROTEIN2 at an early stage of sporulation was sensitive to external NaCl.",LLL.d5.s0
19,LLL.d6,False,The expression of PROTEIN is under the control of both PROTEIN1 and PROTEIN2 ,LLL.d6.s0
20,LLL.d6,True,The expression of PROTEIN1 is under the control of both PROTEIN and PROTEIN2 ,LLL.d6.s0
21,LLL.d6,True,The expression of PROTEIN1 is under the control of both PROTEIN2 and PROTEIN ,LLL.d6.s0
22,LLL.d7,False,Expression of the PROTEIN1 dependent PROTEIN gene depended on PROTEIN2 ,LLL.d7.s0
23,LLL.d7,True,Expression of the PROTEIN1 dependent PROTEIN2 gene depended on PROTEIN ,LLL.d7.s0
24,LLL.d7,True,Expression of the PROTEIN dependent PROTEIN1 gene depended on PROTEIN2 ,LLL.d7.s0
25,LLL.d8,True,Our results indicate that the level of PROTEIN1 level in outgrowing spores depends mainly on PROTEIN2 because sigB mutants show normal KatX activity in dormant and outgrowing spores.,LLL.d8.s0
26,LLL.d8,True,"Therefore, the physiological role of PROTEIN1 dependent PROTEIN2 expression remains obscure.",LLL.d8.s1
27,LLL.d8,False,"The -10 and -35 sequences of the PROTEIN1 and PROTEIN2 dependent promoters of PROTEIN overlap, and the transcriptional start points used by EsigmaB and EsigmaF differ by only one nucleotide.",LLL.d8.s2
28,LLL.d8,True,"The -10 and -35 sequences of the PROTEIN and PROTEIN1 dependent promoters of PROTEIN2 overlap, and the transcriptional start points used by EsigmaB and EsigmaF differ by only one nucleotide.",LLL.d8.s2
29,LLL.d8,True,"The -10 and -35 sequences of the PROTEIN1 and PROTEIN dependent promoters of PROTEIN2 overlap, and the transcriptional start points used by EsigmaB and EsigmaF differ by only one nucleotide.",LLL.d8.s2
30,LLL.d8,True,"We demonstrated that PROTEIN1 is also a PROTEIN2 dependent general stress gene, since it is strongly induced by heat, salt and ethanol stress, as well as by energy depletion.",LLL.d8.s3
31,LLL.d9,True,"Taken together, the results support the idea that sequestration of PROTEIN1 protein into the prespore plays an important role in the control of PROTEIN2 activation and in coupling this activation to septation.",LLL.d9.s0
32,LLL.d9,False," PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN1 an anti-anti-sigma factor, PROTEIN2 and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN back to the active form.",LLL.d9.s1
33,LLL.d9,False," PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN1 and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN2 back to the active form.",LLL.d9.s1
34,LLL.d9,True," PROTEIN1 is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN2 and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN back to the active form.",LLL.d9.s1
35,LLL.d9,False," PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN1 and a membrane-bound phosphatase, PROTEIN2 which converts the inactive, phosphorylated form of PROTEIN back to the active form.",LLL.d9.s1
36,LLL.d9,False," PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN1 an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN2 back to the active form.",LLL.d9.s1
37,LLL.d9,True," PROTEIN1 is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN2 an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN back to the active form.",LLL.d9.s1
38,LLL.d9,False," PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN1 an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN2 which converts the inactive, phosphorylated form of PROTEIN back to the active form.",LLL.d9.s1
39,LLL.d9,False," PROTEIN1 is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN which converts the inactive, phosphorylated form of PROTEIN2 back to the active form.",LLL.d9.s1
40,LLL.d9,True," PROTEIN is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN1 which converts the inactive, phosphorylated form of PROTEIN2 back to the active form.",LLL.d9.s1
41,LLL.d9,True," PROTEIN1 is controlled by a regulatory cascade involving an anti-sigma factor, PROTEIN an anti-anti-sigma factor, PROTEIN and a membrane-bound phosphatase, PROTEIN2 which converts the inactive, phosphorylated form of PROTEIN back to the active form.",LLL.d9.s1
42,LLL.d10,False,"The PROTEIN gene of Bacillus subtilis, encoding a catabolic glutamate dehydrogenase, is transcribed by PROTEIN1 containing RNA polymerase and requires for its expression PROTEIN2 a member of the NtrC/NifA family of proteins that bind to enhancer-like elements, called upstream activating sequences (UAS).",LLL.d10.s0
43,LLL.d10,True,"The PROTEIN1 gene of Bacillus subtilis, encoding a catabolic glutamate dehydrogenase, is transcribed by PROTEIN2 containing RNA polymerase and requires for its expression PROTEIN a member of the NtrC/NifA family of proteins that bind to enhancer-like elements, called upstream activating sequences (UAS).",LLL.d10.s0
44,LLL.d10,True,"The PROTEIN1 gene of Bacillus subtilis, encoding a catabolic glutamate dehydrogenase, is transcribed by PROTEIN containing RNA polymerase and requires for its expression PROTEIN2 a member of the NtrC/NifA family of proteins that bind to enhancer-like elements, called upstream activating sequences (UAS).",LLL.d10.s0
45,LLL.d10,True,"Unlike the case for other PROTEIN1 dependent genes, PROTEIN2 has no UAS; instead, its expression depends on a sequence located 1.5 kilobases downstream of the rocG promoter, beyond the end of the rocG coding region.",LLL.d10.s1
46,LLL.d12,True,Northern blot and primer extension analyses indicated that PROTEIN1 is transcribed by PROTEIN2 during sporulation.,LLL.d12.s0
47,LLL.d12,False,These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN PROTEIN1 PROTEIN2 and PROTEIN ,LLL.d12.s1
48,LLL.d12,True,These results suggest that PROTEIN1 may act as a negative regulator for the transcription of PROTEIN PROTEIN2 PROTEIN and PROTEIN ,LLL.d12.s1
49,LLL.d12,False,These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN PROTEIN1 PROTEIN and PROTEIN2 ,LLL.d12.s1
50,LLL.d12,False,These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN1 PROTEIN2 PROTEIN and PROTEIN ,LLL.d12.s1
51,LLL.d12,True,These results suggest that PROTEIN1 may act as a negative regulator for the transcription of PROTEIN PROTEIN PROTEIN2 and PROTEIN ,LLL.d12.s1
52,LLL.d12,False,These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN PROTEIN PROTEIN1 and PROTEIN2 ,LLL.d12.s1
53,LLL.d12,False,These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN1 PROTEIN PROTEIN2 and PROTEIN ,LLL.d12.s1
54,LLL.d12,True,These results suggest that PROTEIN1 may act as a negative regulator for the transcription of PROTEIN PROTEIN PROTEIN and PROTEIN2 ,LLL.d12.s1
55,LLL.d12,True,These results suggest that PROTEIN1 may act as a negative regulator for the transcription of PROTEIN2 PROTEIN PROTEIN and PROTEIN ,LLL.d12.s1
56,LLL.d12,False,These results suggest that PROTEIN may act as a negative regulator for the transcription of PROTEIN1 PROTEIN PROTEIN and PROTEIN2 ,LLL.d12.s1
57,LLL.d14,False,"The first stage, which involves the phosphatase function of PROTEIN depends on the cell division protein PROTEIN1 and could correspond to the PROTEIN dependent assembly of PROTEIN2 into E-rings.",LLL.d14.s0
58,LLL.d14,False,"The first stage, which involves the phosphatase function of PROTEIN1 depends on the cell division protein PROTEIN and could correspond to the PROTEIN dependent assembly of PROTEIN2 into E-rings.",LLL.d14.s0
59,LLL.d14,True,"The first stage, which involves the phosphatase function of PROTEIN depends on the cell division protein PROTEIN and could correspond to the PROTEIN1 dependent assembly of PROTEIN2 into E-rings.",LLL.d14.s0
60,LLL.d14,True,"The first stage, which involves the phosphatase function of PROTEIN1 depends on the cell division protein PROTEIN2 and could correspond to the PROTEIN dependent assembly of PROTEIN into E-rings.",LLL.d14.s0
61,LLL.d14,False,"The first stage, which involves the phosphatase function of PROTEIN depends on the cell division protein PROTEIN1 and could correspond to the PROTEIN2 dependent assembly of PROTEIN into E-rings.",LLL.d14.s0
62,LLL.d14,False,"The first stage, which involves the phosphatase function of PROTEIN1 depends on the cell division protein PROTEIN and could correspond to the PROTEIN2 dependent assembly of PROTEIN into E-rings.",LLL.d14.s0
63,LLL.d14,True,Evidence based on the use of modified and mutant forms of the phosphatase protein indicates that PROTEIN1 blocks the capacity of unphosphorylated PROTEIN2 to activate PROTEIN until formation of the polar septum is completed.,LLL.d14.s1
64,LLL.d14,True,Evidence based on the use of modified and mutant forms of the phosphatase protein indicates that PROTEIN blocks the capacity of unphosphorylated PROTEIN1 to activate PROTEIN2 until formation of the polar septum is completed.,LLL.d14.s1
65,LLL.d14,False,Evidence based on the use of modified and mutant forms of the phosphatase protein indicates that PROTEIN1 blocks the capacity of unphosphorylated PROTEIN to activate PROTEIN2 until formation of the polar septum is completed.,LLL.d14.s1
66,LLL.d14,True,Cell-specific activation of transcription factor PROTEIN1 during sporulation in Bacillus subtilis requires the formation of the polar septum and the activity of a serine phosphatase ( PROTEIN2 located in the septum.,LLL.d14.s2
67,LLL.d14,True,The PROTEIN1 phosphatase indirectly activates PROTEIN by dephosphorylating a protein ( PROTEIN2 in the pathway that controls the activity of the transcription factor.,LLL.d14.s3
68,LLL.d14,True,The PROTEIN phosphatase indirectly activates PROTEIN1 by dephosphorylating a protein ( PROTEIN2 in the pathway that controls the activity of the transcription factor.,LLL.d14.s3
69,LLL.d14,True,The PROTEIN1 phosphatase indirectly activates PROTEIN2 by dephosphorylating a protein ( PROTEIN in the pathway that controls the activity of the transcription factor.,LLL.d14.s3
70,LLL.d15,True,Dephosphorylation of PROTEIN1 by PROTEIN2 is strictly dependent on the presence of the bivalent metal ions Mn2+ or Mg2+.,LLL.d15.s0
71,LLL.d16,True,(i) The finding that the PROTEIN1 operon is under PROTEIN2 control indicates that the elimination of multidrug compounds might be a new function in multiple stress resistance.,LLL.d16.s0
72,LLL.d16,True,"The PROTEIN1 gene might belong to the increasing number of PROTEIN2 dependent genes whose orthologues are under the control of sigmas in Escherichia coli, indicating that both regulons may fulfil similar functions.",LLL.d16.s1
73,LLL.d16,True,Three new PROTEIN1 dependent genes ( PROTEIN2 PROTEIN and PROTEIN encoding proteins with still unknown functions were also described.,LLL.d16.s2
74,LLL.d16,True,Three new PROTEIN1 dependent genes ( PROTEIN PROTEIN2 and PROTEIN encoding proteins with still unknown functions were also described.,LLL.d16.s2
75,LLL.d16,True,Three new PROTEIN1 dependent genes ( PROTEIN PROTEIN and PROTEIN2 encoding proteins with still unknown functions were also described.,LLL.d16.s2
76,LLL.d16,False,Three new PROTEIN dependent genes ( PROTEIN1 PROTEIN2 and PROTEIN encoding proteins with still unknown functions were also described.,LLL.d16.s2
77,LLL.d16,False,Three new PROTEIN dependent genes ( PROTEIN1 PROTEIN and PROTEIN2 encoding proteins with still unknown functions were also described.,LLL.d16.s2
78,LLL.d16,False,Three new PROTEIN dependent genes ( PROTEIN PROTEIN1 and PROTEIN2 encoding proteins with still unknown functions were also described.,LLL.d16.s2
79,LLL.d17,True,"Cell specificity is first established in the forespore under the control of the PROTEIN1 factor, which is itself activated through the action of the PROTEIN2 serine phosphatase, an enzyme targeted to the septum between the two cells.",LLL.d17.s0
80,LLL.d18,True,"Most PROTEIN genes, and the PROTEIN1 gene, are transcribed by PROTEIN2 RNA polymerase.",LLL.d18.s0
81,LLL.d18,True,"Most PROTEIN1 genes, and the PROTEIN gene, are transcribed by PROTEIN2 RNA polymerase.",LLL.d18.s0
82,LLL.d18,False,"Most PROTEIN1 genes, and the PROTEIN2 gene, are transcribed by PROTEIN RNA polymerase.",LLL.d18.s0
83,LLL.d18,True,"Previously, it was shown that the PROTEIN1 protein inhibits transcription in vitro of the PROTEIN2 gene encoding sigmaK.",LLL.d18.s1
84,LLL.d18,False,These results demonstrate that PROTEIN1 dependent transcription of PROTEIN initiates a negative feedback loop in which PROTEIN2 acts as a repressor to limit production of PROTEIN ,LLL.d18.s2
85,LLL.d18,True,These results demonstrate that PROTEIN1 dependent transcription of PROTEIN2 initiates a negative feedback loop in which PROTEIN acts as a repressor to limit production of PROTEIN ,LLL.d18.s2
86,LLL.d18,False,These results demonstrate that PROTEIN1 dependent transcription of PROTEIN initiates a negative feedback loop in which PROTEIN acts as a repressor to limit production of PROTEIN2 ,LLL.d18.s2
87,LLL.d18,False,These results demonstrate that PROTEIN dependent transcription of PROTEIN1 initiates a negative feedback loop in which PROTEIN2 acts as a repressor to limit production of PROTEIN ,LLL.d18.s2
88,LLL.d18,True,These results demonstrate that PROTEIN dependent transcription of PROTEIN initiates a negative feedback loop in which PROTEIN1 acts as a repressor to limit production of PROTEIN2 ,LLL.d18.s2
89,LLL.d18,False,These results demonstrate that PROTEIN dependent transcription of PROTEIN1 initiates a negative feedback loop in which PROTEIN acts as a repressor to limit production of PROTEIN2 ,LLL.d18.s2
90,LLL.d18,True,"A low level of PROTEIN1 activated transcription of PROTEIN by PROTEIN2 RNA polymerase in vitro, but a higher level of PROTEIN repressed PROTEIN transcription.",LLL.d18.s3
91,LLL.d18,False,"A low level of PROTEIN1 activated transcription of PROTEIN by PROTEIN RNA polymerase in vitro, but a higher level of PROTEIN repressed PROTEIN2 transcription.",LLL.d18.s3
92,LLL.d18,False,"A low level of PROTEIN1 activated transcription of PROTEIN by PROTEIN RNA polymerase in vitro, but a higher level of PROTEIN2 repressed PROTEIN transcription.",LLL.d18.s3
93,LLL.d18,True,"A low level of PROTEIN1 activated transcription of PROTEIN2 by PROTEIN RNA polymerase in vitro, but a higher level of PROTEIN repressed PROTEIN transcription.",LLL.d18.s3
94,LLL.d18,False,"A low level of PROTEIN activated transcription of PROTEIN by PROTEIN1 RNA polymerase in vitro, but a higher level of PROTEIN repressed PROTEIN2 transcription.",LLL.d18.s3
95,LLL.d18,False,"A low level of PROTEIN activated transcription of PROTEIN by PROTEIN1 RNA polymerase in vitro, but a higher level of PROTEIN2 repressed PROTEIN transcription.",LLL.d18.s3
96,LLL.d18,True,"A low level of PROTEIN activated transcription of PROTEIN1 by PROTEIN2 RNA polymerase in vitro, but a higher level of PROTEIN repressed PROTEIN transcription.",LLL.d18.s3
97,LLL.d18,True,"A low level of PROTEIN activated transcription of PROTEIN by PROTEIN RNA polymerase in vitro, but a higher level of PROTEIN1 repressed PROTEIN2 transcription.",LLL.d18.s3
98,LLL.d18,False,"A low level of PROTEIN activated transcription of PROTEIN1 by PROTEIN RNA polymerase in vitro, but a higher level of PROTEIN repressed PROTEIN2 transcription.",LLL.d18.s3
99,LLL.d18,False,"A low level of PROTEIN activated transcription of PROTEIN1 by PROTEIN RNA polymerase in vitro, but a higher level of PROTEIN2 repressed PROTEIN transcription.",LLL.d18.s3
100,LLL.d18,True,"Here, we show that PROTEIN1 binds near the PROTEIN2 transcriptional start site, to act as a repressor.",LLL.d18.s4
101,LLL.d18,True,We show that PROTEIN1 binds to two sites that span the -35 region of the PROTEIN2 promoter.,LLL.d18.s5
102,LLL.d18,True,These results suggest that a rising level of PROTEIN1 in sporulating cells may first activate PROTEIN2 transcription from the upstream site then repress transcription as the downstream site becomes occupied.,LLL.d18.s6
103,LLL.d19,True, PROTEIN1 transcription also requires the DNA binding protein PROTEIN2 ,LLL.d19.s0
104,LLL.d19,True,"In contrast, PROTEIN1 is transcribed in the forespore compartment by RNA polymerase with the forespore-specific PROTEIN2 and appears to give a monocistronic transcript.",LLL.d19.s1
105,LLL.d20,True, PROTEIN1 negatively controls the transcription of PROTEIN by stimulating the transcription of PROTEIN2 PROTEIN thereby increasing the production of the PROTEIN antisigma factor that inhibits PROTEIN activity.,LLL.d20.s0
106,LLL.d20,True, PROTEIN1 negatively controls the transcription of PROTEIN by stimulating the transcription of PROTEIN PROTEIN2 thereby increasing the production of the PROTEIN antisigma factor that inhibits PROTEIN activity.,LLL.d20.s0
107,LLL.d20,False, PROTEIN1 negatively controls the transcription of PROTEIN by stimulating the transcription of PROTEIN PROTEIN thereby increasing the production of the PROTEIN antisigma factor that inhibits PROTEIN2 activity.,LLL.d20.s0
108,LLL.d20,True, PROTEIN1 negatively controls the transcription of PROTEIN2 by stimulating the transcription of PROTEIN PROTEIN thereby increasing the production of the PROTEIN antisigma factor that inhibits PROTEIN activity.,LLL.d20.s0
109,LLL.d20,True, PROTEIN1 negatively controls the transcription of PROTEIN by stimulating the transcription of PROTEIN PROTEIN thereby increasing the production of the PROTEIN2 antisigma factor that inhibits PROTEIN activity.,LLL.d20.s0
110,LLL.d20,False, PROTEIN negatively controls the transcription of PROTEIN by stimulating the transcription of PROTEIN1 PROTEIN2 thereby increasing the production of the PROTEIN antisigma factor that inhibits PROTEIN activity.,LLL.d20.s0
111,LLL.d20,False, PROTEIN negatively controls the transcription of PROTEIN by stimulating the transcription of PROTEIN1 PROTEIN thereby increasing the production of the PROTEIN antisigma factor that inhibits PROTEIN2 activity.,LLL.d20.s0
112,LLL.d20,False, PROTEIN negatively controls the transcription of PROTEIN1 by stimulating the transcription of PROTEIN2 PROTEIN thereby increasing the production of the PROTEIN antisigma factor that inhibits PROTEIN activity.,LLL.d20.s0
113,LLL.d20,False, PROTEIN negatively controls the transcription of PROTEIN by stimulating the transcription of PROTEIN1 PROTEIN thereby increasing the production of the PROTEIN2 antisigma factor that inhibits PROTEIN activity.,LLL.d20.s0
114,LLL.d20,False, PROTEIN negatively controls the transcription of PROTEIN by stimulating the transcription of PROTEIN PROTEIN1 thereby increasing the production of the PROTEIN antisigma factor that inhibits PROTEIN2 activity.,LLL.d20.s0
115,LLL.d20,False, PROTEIN negatively controls the transcription of PROTEIN1 by stimulating the transcription of PROTEIN PROTEIN2 thereby increasing the production of the PROTEIN antisigma factor that inhibits PROTEIN activity.,LLL.d20.s0
116,LLL.d20,False, PROTEIN negatively controls the transcription of PROTEIN by stimulating the transcription of PROTEIN PROTEIN1 thereby increasing the production of the PROTEIN2 antisigma factor that inhibits PROTEIN activity.,LLL.d20.s0
117,LLL.d20,False, PROTEIN negatively controls the transcription of PROTEIN1 by stimulating the transcription of PROTEIN PROTEIN thereby increasing the production of the PROTEIN antisigma factor that inhibits PROTEIN2 activity.,LLL.d20.s0
118,LLL.d20,True, PROTEIN negatively controls the transcription of PROTEIN by stimulating the transcription of PROTEIN PROTEIN thereby increasing the production of the PROTEIN1 antisigma factor that inhibits PROTEIN2 activity.,LLL.d20.s0
119,LLL.d20,False, PROTEIN negatively controls the transcription of PROTEIN1 by stimulating the transcription of PROTEIN PROTEIN thereby increasing the production of the PROTEIN2 antisigma factor that inhibits PROTEIN activity.,LLL.d20.s0
120,LLL.d21,True,This stress-induced increase in PROTEIN1 expression is absolutely dependent on the alternative sigma factor PROTEIN2 which controls a large stationary-phase and stress regulon.,LLL.d21.s0
121,LLL.d22,True, PROTEIN1 also contributes to the expression of PROTEIN2 a putative membrane-bound glucosyl transferase that is partially controlled by the PROTEIN stress response sigma factor.,LLL.d22.s0
122,LLL.d22,True, PROTEIN also contributes to the expression of PROTEIN1 a putative membrane-bound glucosyl transferase that is partially controlled by the PROTEIN2 stress response sigma factor.,LLL.d22.s0
123,LLL.d22,False, PROTEIN1 also contributes to the expression of PROTEIN a putative membrane-bound glucosyl transferase that is partially controlled by the PROTEIN2 stress response sigma factor.,LLL.d22.s0
124,LLL.d23,True,"Transcriptional studies showed that PROTEIN1 is strongly induced in response to heat, ethanol and salt stress or after starvation for glucose in a PROTEIN2 dependent manner.",LLL.d23.s0
125,LLL.d24,True,"Furthermore, PROTEIN1 and PROTEIN seemed to be induced after phosphate starvation in the wild type in a PROTEIN2 dependent manner and in the sigB mutant probably via PROTEIN ",LLL.d24.s0
126,LLL.d24,True,"Furthermore, PROTEIN1 and PROTEIN seemed to be induced after phosphate starvation in the wild type in a PROTEIN dependent manner and in the sigB mutant probably via PROTEIN2 ",LLL.d24.s0
127,LLL.d24,False,"Furthermore, PROTEIN1 and PROTEIN2 seemed to be induced after phosphate starvation in the wild type in a PROTEIN dependent manner and in the sigB mutant probably via PROTEIN ",LLL.d24.s0
128,LLL.d24,False,"Furthermore, PROTEIN and PROTEIN seemed to be induced after phosphate starvation in the wild type in a PROTEIN1 dependent manner and in the sigB mutant probably via PROTEIN2 ",LLL.d24.s0
129,LLL.d24,True,"Furthermore, PROTEIN and PROTEIN1 seemed to be induced after phosphate starvation in the wild type in a PROTEIN2 dependent manner and in the sigB mutant probably via PROTEIN ",LLL.d24.s0
130,LLL.d24,True,"Furthermore, PROTEIN and PROTEIN1 seemed to be induced after phosphate starvation in the wild type in a PROTEIN dependent manner and in the sigB mutant probably via PROTEIN2 ",LLL.d24.s0
131,LLL.d25,True,The expression of the PROTEIN1 operon was induced by the presence of isoleucine or valine in the growth medium and depended upon the presence of the sigma factor PROTEIN2 a member of the sigma 54 family.,LLL.d25.s0
132,LLL.d26,True,From these results we conclude that PROTEIN1 negatively regulates PROTEIN2 expression by preventing PROTEIN driven transcription of PROTEIN possibly through interaction with the control region.,LLL.d26.s0
133,LLL.d26,False,From these results we conclude that PROTEIN negatively regulates PROTEIN1 expression by preventing PROTEIN2 driven transcription of PROTEIN possibly through interaction with the control region.,LLL.d26.s0
134,LLL.d26,False,From these results we conclude that PROTEIN negatively regulates PROTEIN1 expression by preventing PROTEIN driven transcription of PROTEIN2 possibly through interaction with the control region.,LLL.d26.s0
135,LLL.d26,True,From these results we conclude that PROTEIN1 negatively regulates PROTEIN expression by preventing PROTEIN2 driven transcription of PROTEIN possibly through interaction with the control region.,LLL.d26.s0
136,LLL.d26,True,From these results we conclude that PROTEIN1 negatively regulates PROTEIN expression by preventing PROTEIN driven transcription of PROTEIN2 possibly through interaction with the control region.,LLL.d26.s0
137,LLL.d26,True,From these results we conclude that PROTEIN negatively regulates PROTEIN expression by preventing PROTEIN1 driven transcription of PROTEIN2 possibly through interaction with the control region.,LLL.d26.s0
138,LLL.d26,True,"We have shown previously that the transcription of PROTEIN1 is driven by an alternative sigma factor, PROTEIN2 ",LLL.d26.s1
139,LLL.d27,False,"DNase I footprinting showed that PROTEIN binds strongly to two sites in the PROTEIN1 promoter region, binds weakly to one site in the PROTEIN2 promoter, and does not bind specifically to PROTEIN ",LLL.d27.s0
140,LLL.d27,True,"DNase I footprinting showed that PROTEIN1 binds strongly to two sites in the PROTEIN promoter region, binds weakly to one site in the PROTEIN2 promoter, and does not bind specifically to PROTEIN ",LLL.d27.s0
141,LLL.d27,False,"DNase I footprinting showed that PROTEIN binds strongly to two sites in the PROTEIN promoter region, binds weakly to one site in the PROTEIN1 promoter, and does not bind specifically to PROTEIN2 ",LLL.d27.s0
142,LLL.d27,True,"DNase I footprinting showed that PROTEIN1 binds strongly to two sites in the PROTEIN2 promoter region, binds weakly to one site in the PROTEIN promoter, and does not bind specifically to PROTEIN ",LLL.d27.s0
143,LLL.d27,False,"DNase I footprinting showed that PROTEIN binds strongly to two sites in the PROTEIN1 promoter region, binds weakly to one site in the PROTEIN promoter, and does not bind specifically to PROTEIN2 ",LLL.d27.s0
144,LLL.d27,True,"DNase I footprinting showed that PROTEIN1 binds strongly to two sites in the PROTEIN promoter region, binds weakly to one site in the PROTEIN promoter, and does not bind specifically to PROTEIN2 ",LLL.d27.s0
145,LLL.d27,False,"Transcription of the PROTEIN PROTEIN and PROTEIN genes by final PROTEIN1 RNA polymerase is activated by a small, DNA-binding protein called PROTEIN2 ",LLL.d27.s1
146,LLL.d27,True,"Transcription of the PROTEIN PROTEIN1 and PROTEIN genes by final PROTEIN2 RNA polymerase is activated by a small, DNA-binding protein called PROTEIN ",LLL.d27.s1
147,LLL.d27,True,"Transcription of the PROTEIN1 PROTEIN and PROTEIN genes by final PROTEIN2 RNA polymerase is activated by a small, DNA-binding protein called PROTEIN ",LLL.d27.s1
